archive_parent,boundary_candidates,carrier_document_id,carrier_type,classification_confidence,contains_multiple_articles,existing_cache_status,file_size,file_type,filename,image_count,needs_ocr,needs_segmentation,page_count,possible_duplicate_carriers,preclassified_role,quality_warnings,relative_path,same_page_boundary_candidates,source_file_ids,text_layer_status,toc_present,year
,pending,carrier_4de28c0969147ca2,pdf,0.91,False,unknown,1180341,pdf,2007A：《丁克现象与中国人口增长》.pdf,unknown,unknown,False,7,[],problem_statement,automatic preflight only,2007年数学建模国赛真题+优秀论文/2007年优秀论文/2007A：《丁克现象与中国人口增长》.pdf,pending,"[""file_4de28c0969147ca2""]",see_pdf_manifest,unknown,2007
,pending,carrier_bb47a3ad057e6c5f,pdf,0.91,False,unknown,1052843,pdf,2007A：《中国人口区域结构向量模型》.pdf,unknown,unknown,False,7,[],problem_statement,automatic preflight only,2007年数学建模国赛真题+优秀论文/2007年优秀论文/2007A：《中国人口区域结构向量模型》.pdf,pending,"[""file_bb47a3ad057e6c5f""]",see_pdf_manifest,unknown,2007
,pending,carrier_39c6189e166d3b77,pdf,0.91,False,unknown,1327839,pdf,2007A：《中国人口发展趋势的分析与预测》.pdf,unknown,unknown,False,18,[],problem_statement,automatic preflight only,2007年数学建模国赛真题+优秀论文/2007年优秀论文/2007A：《中国人口发展趋势的分析与预测》.pdf,pending,"[""file_39c6189e166d3b77""]",see_pdf_manifest,unknown,2007
,pending,carrier_34e2d85e42f2b056,pdf,0.91,False,unknown,964652,pdf,2007A：《中国人口增长预测》.pdf,unknown,unknown,False,15,[],problem_statement,automatic preflight only,2007年数学建模国赛真题+优秀论文/2007年优秀论文/2007A：《中国人口增长预测》.pdf,pending,"[""file_34e2d85e42f2b056""]",see_pdf_manifest,unknown,2007
,pending,carrier_eec8e1bf92ca9b8f,pdf,0.91,False,unknown,793992,pdf,2007A：《中国人口增长预测模型》 (2).pdf,unknown,unknown,False,26,[],problem_statement,automatic preflight only,2007年数学建模国赛真题+优秀论文/2007年优秀论文/2007A：《中国人口增长预测模型》 (2).pdf,pending,"[""file_eec8e1bf92ca9b8f""]",see_pdf_manifest,unknown,2007
,pending,carrier_fbb0e82c055bc65d,pdf,0.91,False,unknown,892960,pdf,2007A：《中国人口增长预测模型》 (3).pdf,unknown,unknown,False,24,[],problem_statement,automatic preflight only,2007年数学建模国赛真题+优秀论文/2007年优秀论文/2007A：《中国人口增长预测模型》 (3).pdf,pending,"[""file_fbb0e82c055bc65d""]",see_pdf_manifest,unknown,2007
,pending,carrier_19ac15f6ebb58a2a,pdf,0.91,False,unknown,1197379,pdf,2007A：《中国人口增长预测模型》 (4).pdf,unknown,unknown,False,20,[],problem_statement,automatic preflight only,2007年数学建模国赛真题+优秀论文/2007年优秀论文/2007A：《中国人口增长预测模型》 (4).pdf,pending,"[""file_19ac15f6ebb58a2a""]",see_pdf_manifest,unknown,2007
,pending,carrier_7159286489c4391f,pdf,0.91,False,unknown,1544942,pdf,2007A：《中国人口增长预测模型》.pdf,unknown,unknown,False,10,[],problem_statement,automatic preflight only,2007年数学建模国赛真题+优秀论文/2007年优秀论文/2007A：《中国人口增长预测模型》.pdf,pending,"[""file_7159286489c4391f""]",see_pdf_manifest,unknown,2007
,pending,carrier_63f278f49ad4d81d,pdf,0.91,False,unknown,1399932,pdf,2007A：《中国人口增长预测模型的建立与分析》.pdf,unknown,unknown,False,19,[],problem_statement,automatic preflight only,2007年数学建模国赛真题+优秀论文/2007年优秀论文/2007A：《中国人口增长预测模型的建立与分析》.pdf,pending,"[""file_63f278f49ad4d81d""]",see_pdf_manifest,unknown,2007
,pending,carrier_ec516b759d15dada,pdf,0.91,False,unknown,1055223,pdf,2007A：《人口增长预测模型》.pdf,unknown,unknown,False,8,[],problem_statement,automatic preflight only,2007年数学建模国赛真题+优秀论文/2007年优秀论文/2007A：《人口增长预测模型》.pdf,pending,"[""file_ec516b759d15dada""]",see_pdf_manifest,unknown,2007
,pending,carrier_d82f91b9b17a20af,pdf,0.91,False,unknown,1264990,pdf,2007A：《基于Leslie模型的中国人口预测及模特卡罗仿真》.pdf,unknown,unknown,False,8,[],problem_statement,automatic preflight only,2007年数学建模国赛真题+优秀论文/2007年优秀论文/2007A：《基于Leslie模型的中国人口预测及模特卡罗仿真》.pdf,pending,"[""file_d82f91b9b17a20af""]",see_pdf_manifest,unknown,2007
,pending,carrier_e23ab3281f162261,pdf,0.91,False,unknown,390467,pdf,2007A：《基于差分方程的人口预测模型》.pdf,unknown,unknown,False,15,[],problem_statement,automatic preflight only,2007年数学建模国赛真题+优秀论文/2007年优秀论文/2007A：《基于差分方程的人口预测模型》.pdf,pending,"[""file_e23ab3281f162261""]",see_pdf_manifest,unknown,2007
,pending,carrier_9c085980f1083de5,pdf,0.91,False,unknown,2592885,pdf,2007B：《乘公交，看奥运》.pdf,unknown,unknown,False,59,[],problem_statement,automatic preflight only,2007年数学建模国赛真题+优秀论文/2007年优秀论文/2007B：《乘公交，看奥运》.pdf,pending,"[""file_9c085980f1083de5""]",see_pdf_manifest,unknown,2007
,pending,carrier_d4e7736b77359ddd,pdf,0.91,False,unknown,824901,pdf,2007B：《公交查询系统的最佳乘车方案研究与设计》.pdf,unknown,unknown,False,41,[],problem_statement,automatic preflight only,2007年数学建模国赛真题+优秀论文/2007年优秀论文/2007B：《公交查询系统的最佳乘车方案研究与设计》.pdf,pending,"[""file_d4e7736b77359ddd""]",see_pdf_manifest,unknown,2007
,pending,carrier_b0ec92092f92ae4e,pdf,0.91,False,unknown,755898,pdf,2007B：《公交线路的综合选择》.pdf,unknown,unknown,False,18,[],problem_statement,automatic preflight only,2007年数学建模国赛真题+优秀论文/2007年优秀论文/2007B：《公交线路的综合选择》.pdf,pending,"[""file_b0ec92092f92ae4e""]",see_pdf_manifest,unknown,2007
,pending,carrier_c57a7d4ee16fa9d5,pdf,0.91,False,unknown,820906,pdf,2007B：《公交线路选择模型》.pdf,unknown,unknown,False,4,[],problem_statement,automatic preflight only,2007年数学建模国赛真题+优秀论文/2007年优秀论文/2007B：《公交线路选择模型》.pdf,pending,"[""file_c57a7d4ee16fa9d5""]",see_pdf_manifest,unknown,2007
,pending,carrier_dc3e5570afdbad69,pdf,0.91,False,unknown,976112,pdf,2007B：《公交路线的最优化选择》.pdf,unknown,unknown,False,19,[],problem_statement,automatic preflight only,2007年数学建模国赛真题+优秀论文/2007年优秀论文/2007B：《公交路线的最优化选择》.pdf,pending,"[""file_dc3e5570afdbad69""]",see_pdf_manifest,unknown,2007
,pending,carrier_1136a33e5427935e,pdf,0.91,False,unknown,463241,pdf,2007B：《关于多目标道路寻优问题的研究》.pdf,unknown,unknown,False,16,[],problem_statement,automatic preflight only,2007年数学建模国赛真题+优秀论文/2007年优秀论文/2007B：《关于多目标道路寻优问题的研究》.pdf,pending,"[""file_1136a33e5427935e""]",see_pdf_manifest,unknown,2007
,pending,carrier_da78614ad65c742d,pdf,0.91,False,unknown,650230,pdf,2007B：《基于多种评价方案的公交线路选择优化模型》.pdf,unknown,unknown,False,25,[],problem_statement,automatic preflight only,2007年数学建模国赛真题+优秀论文/2007年优秀论文/2007B：《基于多种评价方案的公交线路选择优化模型》.pdf,pending,"[""file_da78614ad65c742d""]",see_pdf_manifest,unknown,2007
,pending,carrier_21528453d4a77b8d,pdf,0.91,False,unknown,516192,pdf,2007B：《基于最小换乘次数的公交路线选择研究》.pdf,unknown,unknown,False,26,[],problem_statement,automatic preflight only,2007年数学建模国赛真题+优秀论文/2007年优秀论文/2007B：《基于最小换乘次数的公交路线选择研究》.pdf,pending,"[""file_21528453d4a77b8d""]",see_pdf_manifest,unknown,2007
,pending,carrier_d205a32777d45401,pdf,0.91,False,unknown,675765,pdf,2007B：《基于生成树算法的公交地铁线路选择模型》.pdf,unknown,unknown,False,18,[],problem_statement,automatic preflight only,2007年数学建模国赛真题+优秀论文/2007年优秀论文/2007B：《基于生成树算法的公交地铁线路选择模型》.pdf,pending,"[""file_d205a32777d45401""]",see_pdf_manifest,unknown,2007
,pending,carrier_dd2b8c4a33ae03d9,pdf,0.91,False,unknown,1127087,pdf,2007B：《最优公交线路选择》.pdf,unknown,unknown,False,7,[],problem_statement,automatic preflight only,2007年数学建模国赛真题+优秀论文/2007年优秀论文/2007B：《最优公交线路选择》.pdf,pending,"[""file_dd2b8c4a33ae03d9""]",see_pdf_manifest,unknown,2007
,pending,carrier_e45af0fa6c47801d,pdf,0.91,False,unknown,1378457,pdf,2007B：《最佳公交路线选择模型》.pdf,unknown,unknown,False,9,[],problem_statement,automatic preflight only,2007年数学建模国赛真题+优秀论文/2007年优秀论文/2007B：《最佳公交路线选择模型》.pdf,pending,"[""file_e45af0fa6c47801d""]",see_pdf_manifest,unknown,2007
,pending,carrier_12d93ee743cf6665,pdf,0.91,False,unknown,1573897,pdf,2007C：《手机“套餐”优惠几何》.pdf,unknown,unknown,False,11,[],problem_statement,automatic preflight only,2007年数学建模国赛真题+优秀论文/2007年优秀论文/2007C：《手机“套餐”优惠几何》.pdf,pending,"[""file_12d93ee743cf6665""]",see_pdf_manifest,unknown,2007
,pending,carrier_a0f7c7d6ecfd9ea5,pdf,0.91,False,unknown,1078165,pdf,2007C：《手机套餐评价模型》.pdf,unknown,unknown,False,7,[],problem_statement,automatic preflight only,2007年数学建模国赛真题+优秀论文/2007年优秀论文/2007C：《手机套餐评价模型》.pdf,pending,"[""file_a0f7c7d6ecfd9ea5""]",see_pdf_manifest,unknown,2007
,pending,carrier_a96ff8c012bc6c13,pdf,0.91,False,unknown,1295583,pdf,2007C：《手机套餐资费问题的评价与优化设计模型》.pdf,unknown,unknown,False,7,[],problem_statement,automatic preflight only,2007年数学建模国赛真题+优秀论文/2007年优秀论文/2007C：《手机套餐资费问题的评价与优化设计模型》.pdf,pending,"[""file_a96ff8c012bc6c13""]",see_pdf_manifest,unknown,2007
,pending,carrier_e2cc835a7d712589,pdf,0.91,False,unknown,1462973,pdf,2007D：《体能测试时间安排》 (2).pdf,unknown,unknown,False,9,[],problem_statement,automatic preflight only,2007年数学建模国赛真题+优秀论文/2007年优秀论文/2007D：《体能测试时间安排》 (2).pdf,pending,"[""file_e2cc835a7d712589""]",see_pdf_manifest,unknown,2007
,pending,carrier_78a4e0b91d583c1f,pdf,0.91,False,unknown,1011801,pdf,2007D：《体能测试时间安排》.pdf,unknown,unknown,False,6,[],problem_statement,automatic preflight only,2007年数学建模国赛真题+优秀论文/2007年优秀论文/2007D：《体能测试时间安排》.pdf,pending,"[""file_78a4e0b91d583c1f""]",see_pdf_manifest,unknown,2007
